Code,Updated name,E1,E2,E3,P,Total reports,FES,References
186,Amanita pseudogemmata,0,0,1,2,3,P,"(Hongo & Izawa, 1994; Wu, et al., 2019)"
187,Amanita pseudoporphyria,2,0,0,5,7,E2,"(Chang & Mao, 1995; Chen, Yang, Bau, & Li, 2016; Hongo & Izawa, 1994; Iwafuchi et al., 2003; Liu & Yang, 1982; Wang, Liu, & Yu, 2004; Wu, et al., 2019)"
188,Amanita pseudovaginata,1,0,0,0,1,E1,"(Mao, 2000)"
189,Amanita pudica,2,0,0,0,2,E1,"(De-Kesel, Kasongo, & Degreef, 2017; Wu, et al., 2019)"
190,Amanita punctata,1,0,0,0,1,E1,"(Seok, Jin, Kwon, Kim, & Kim, 2013)"
191,Amanita rhodophylla,1,0,0,0,1,E1,"(Rammeloo & Walleyn, 1993)"
192,Amanita robusta,2,0,1,0,3,E1,"(Bouriquet, 1970; Degreef, Malaisse, Rammeloo, & Baudart, 1997; Rammeloo & Walleyn, 1993)"
193,Amanita rubescens,18,8,3,0,29,E2,"(Arora, 1991; Buyck, 1994b; Chang & Mao, 1995; Cooke, 1891; De-Kesel, Codjia, & Yorou, 2002; Flores, 2002; Gennari, 2000; Gerhardt, 1994; Gerhardt, 2001; Hongo & Izawa, 1994; Iordanov, Vanev, & Fakirova, 1978; Laessoe & del-Conte, 1996; Locsmándi-Vasas, 1995; Mao, 2000; Martins, 2004; Rammeloo & Walleyn, 1993; Sáenz, Lizano, & Nassar, 1983; Sergeeva, 2000; Thoen & Ba, 1989; Timm, 2018; Villarreal & Perez-Moreno, 1989a; Walleyn & Rammeloo, 1994; Secretariat of Environment and Natural Resources, 2020; Yamada, 2002; Zerova & Rozhenko, 1988; Zervakis, 2003)"
194,Amanita rubrovolvata,0,0,1,4,5,P,"(Chen, Yang, Bau, & Li, 2016; He et al., 2019; Hongo & Izawa, 1994; Mao, 2000; Wu, et al., 2019)"
195,Amanita rufoferruginea,0,0,1,4,5,P,"(Chen, Yang, Bau, & Li, 2016; He et al., 2019; Hongo & Izawa, 1994; Mao, 2000; Wu, et al., 2019)"
196,Amanita sculpta,0,1,0,0,1,E2,"(Hongo & Izawa, 1994)"
197,Amanita sinensis,3,0,0,0,3,E1,"(Ishizuka, 2013; Wang, Liu, & Yu, 2004; Wu, et al., 2019)"
198,Amanita strobilaceovolvata,2,0,0,0,2,E1,"(De-Kesel, Codjia, & Yorou, 2002; Osemwegie, Okhuoya, & Dania, 2014)"
199,Amanita strobiliformis,4,0,1,0,5,E1,"(Cooke, 1891; Gerhardt, 1994; Gerhardt, 2001; Mao, 2000; Toshinungla, Deb, & Neilazonuo, 2016)"
200,Amanita subhemibapha,1,0,0,0,1,E1,"(Wu, et al., 2019)"
201,Amanita submembranacea,0,1,0,0,1,E2,"(Gerhardt, 2001)"
202,Amanita subviscosa,1,0,0,0,1,E1,"(De-Kesel, Codjia, & Yorou, 2002)"
203,Amanita sychnopyramis,1,0,1,0,2,E1,"(Hongo & Izawa, 1994; Seok, Jin, Kwon, Kim, & Kim, 2013)"
204,Amanita tecomate,1,0,0,0,1,E1,"(Guzmán, Medel, & Ramírez, 2009)"
205,Amanita tullossii,1,0,0,0,1,E1,"(Garibay-Orijel & Ruan-Soto, 2014)"
206,Amanita tuza,2,0,0,0,2,E1,"(Secretariat of Environment and Natural Resources, 2020; Villarreal & Perez-Moreno, 1989a)"
207,Amanita vaginata,19,4,10,2,35,E2,"(Adhikari & Durrieu, 1996; Arora, 1991; Bouriquet, 1970; Chang & Mao, 1995; Cooke, 1891; Gennari, 2000; Gerhardt, 2001; Hongo & Izawa, 1994; Iordanov, Vanev, & Fakirova, 1978; Liu & Yang, 1982; Locsmándi-Vasas, 1995; Mao, 2000; Martins, 2004; Mendoza, 1938; Mortimer, Xu, Karunarathna, & Hyde, 2014; Park & Lee, 2011; Paloi and Acharya, 2013; MycoWeb, 2020; Purkayastha & Chandra, 1985; Rammeloo & Walleyn, 1993; Sáenz, Lizano, & Nassar, 1983; Secretariat of Environment and Natural Resources, 2020; Shrestha & Rai, 2012; Vasil'eva, 1978; Villarreal & Perez-Moreno, 1989a; Walleyn & Rammeloo, 1994; Yamada, 2002; Zerova & Rozhenko, 1988)"
208,Amanita velosa,2,0,0,0,2,E1,"(Arora, 1991; MycoWeb, 2020)"
209,Amanita virgineoides,1,0,4,0,5,E1,"(Chang & Mao, 1995; Hongo & Izawa, 1994; Mao, 2000; Wang, Liu, & Yu, 2004)"
210,Amanita xanthogala,1,0,0,0,1,E1,"(De-Kesel, Codjia, & Yorou, 2002)"
211,Amanita yema,1,0,0,0,1,E1,"(Guzmán, 2001a)"
212,Amanita yuaniana,3,0,0,0,3,E1,"(Mao, 2000; Wang, Liu, & Yu, 2004; Wu, et al., 2019)"
213,Amanita zambiana,6,0,0,0,6,E1,"(Boa, Ngulube, Meke, & Munthali, 2000; Härkönen, Saarimaki, & Mwasumbi, 1994b; Pegler & Piearce, 1980; Piearce, 1981; Rammeloo & Walleyn, 1993; Wang, Liu, & Yu, 2004)"
214,Amanitina manginiana,1,0,0,0,1,E1,"(Burkhill, 1935)"
215,Amaropostia stiptica,1,0,0,0,1,E1,"(Wang & Liu, 2002)"
216,Amauroderma aurantiacum,0,0,1,0,1,E3,"(Santos, 2017)"
217,Amauroderma omphalodes,1,0,0,0,1,E1,"(Zent, Zent, & Iturriaga, 2004)"
218,Amauroderma subrugosum,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
219,Ampulloclitocybe clavipes,7,4,2,1,14,E2,"(Chang & Mao, 1995; Gerhardt, 1994; Gerhardt, 2001; Hongo & Izawa, 1994; Karun & Sridhar, 2017; Laessoe & del-Conte, 1996; Lopez, Manzola-Cruz, & Zamora-Martinez, 1992; Mao, 2000; Reudillh, 2004; Saito, 2006; Sergeeva, 2000; Thu et al., 2020; Villarreal & Perez-Moreno, 1989a; Wu, et al., 2019; Zerova & Rozhenko, 1988)"
220,Amylosporus campbellii,1,0,0,0,1,E1,"(Karun & Sridhar, 2017)"
221,Anthracophyllum nigritum,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
222,Antrodia albida,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
223,Antrodia heteromorpha,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
224,Antrodia xantha,1,0,1,0,2,E1,"(Hongo & Izawa, 1994; Purkayastha & Chandra, 1985)"
225,Aphroditeola olida,1,0,0,0,1,E1,"(Pérez-Moreno, Martínez-Reyes, Yescas-Pérez, Delgado-Alvarado, & Xoconostle-Cázares, 2008)"
226,Apioperdon pyriforme,16,0,1,0,17,E1,"(Birks, 1991; Chang & Mao, 1995; Das, 2009; Doyungan, 1990; Gennari, 2000; Imazeki, Hongo, & Otani, 2011; Iordanov, Vanev, & Fakirova, 1978; Laessoe & del-Conte, 1996; Mao, 2000; Mendoza, 1938; Namgyel, 2000; Purkayastha & Chandra, 1985; Secretariat of Environment and Natural Resources, 2020; Vasil'eva, 1978; Villarreal & Perez-Moreno, 1989a; Wu, et al., 2019)"
227,Arachnion album,2,0,0,0,2,E1,"(Secretariat of Environment and Natural Resources, 2020; Villarreal & Perez-Moreno, 1989a)"
228,Armillaria borealis,2,0,0,0,2,E1,"(Mao, 2000; Wu, et al., 2019)"
229,Armillaria camerunensis,1,0,0,0,1,E1,"(Van-Dijk, Onguene, & Kuyper, 2003)"
230,Armillaria cepistipes,2,1,0,0,3,E2,"(Mao, 2000; Ota, et al., 1998; Spooner & Laessoe, 1994)"
231,Armillaria distans,1,0,0,0,1,E1,"(Rammeloo & Walleyn, 1993)"
232,Armillaria gallica,2,0,0,0,2,E1,"(Ota, et al., 1998; Wu, et al., 2019)"
233,Armillaria gemina,1,0,0,0,1,E1,"(Garibay-Orijel & Ruan-Soto, 2014)"
234,Armillaria heimii,0,0,2,0,2,E3,"(Bouriquet, 1943; Bouriquet, 1970)"
235,Armillaria jezoensis,1,0,0,0,1,E1,"(Ota, et al., 1998)"
236,Armillaria luteobubalina,0,1,0,0,1,E2,"(Robinson, 2003)"
237,Armillaria mellea,34,5,1,0,40,E2,"(Adhikari, 1999; Arora, 1991; Campos, 1998; Chang & Mao, 1995; Cooke, 1891; Doyungan, 1990; Flores, 2002; Gamiet, 2003; Gennari, 2000; Gerhardt, 1994; Gerhardt, 2001; Härkönen, Saarimäki, & Mwasumbi, 1994a; Hongo & Izawa, 1994; Iordanov, Vanev, & Fakirova, 1978; Katende, Segawa, & Birnie, 1999; Laessoe & del-Conte, 1996; Locsmándi-Vasas, 1995; Malyi, 1987; Mao, 2000; Martínez, Oria-de-Rueda, & Martínez, 1997; Martins, 2004; Mendoza, 1938; Ministry of Forestry, 2020; MycoWeb, 2020; Nanaguylan, 2002; Ota, et al., 1998; Podgornik, 2005; Purkayastha & Chandra, 1985; Sáenz, Lizano, & Nassar, 1983; Secretariat of Environment and Natural Resources, 2020; Sergeeva, 2000; Syed-Riaz & Mahmood-Khan, 1999; Uaciquete, Dai, & Motta, 1996; Vasil'eva, 1978; Villarreal & Perez-Moreno, 1989a; Wu, et al., 2019; Zerova & Rozhenko, 1988)"
238,Armillaria nabsnona,2,0,0,0,2,E1,"(Ota, et al., 1998; Park & Lee, 2011)"
239,Armillaria novae-zelandiae,1,1,0,0,2,E2,"(Crowe, 2016; Hall, Buchanan, Wang, & Cole, 1998)"
240,Armillaria obscura,1,0,0,0,1,E1,"(Morales, Bran, & Cáceres, 2010)"
241,Armillaria ostoyae,6,2,0,0,8,E2,"(Gerhardt, 2001; Hongo & Izawa, 1994; Mao, 2000; Ota, et al., 1998; Secretariat of Environment and Natural Resources, 2020; Tedder, Mitchell, & Farran, 2000; Villarreal & Perez-Moreno, 1989a; Wu, et al., 2019)"
242,Armillaria puiggarii,2,0,0,0,2,E1,"(Singer, 1953)"
243,Armillaria sinapina,2,0,0,0,2,E1,"(Ota, et al., 1998; Wu, et al., 2019)"
244,Arrhenia auriscalpium,1,0,0,0,1,E1,"(De-Kesel, Kasongo, & Degreef, 2017)"
245,Arrhenia epichysium,1,0,0,0,1,E1,"(Wu, et al., 2019)"
246,Artomyces piperatus,1,0,0,0,1,E1,"(Robinson, 2003)"
247,Artomyces pyxidatus,4,0,1,0,5,E1,"(Chang & Mao, 1995; Fischer & Bessette, 1992; Hongo & Izawa, 1994; Mao, 2000; Wu, et al., 2019)"
248,Ascoclavulina sakaii,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
249,Ascocoryne cylichnium,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
250,Aspropaxillus candidus,4,0,0,0,4,E1,"(Gennari, 2000; Mao, 2000; Martínez, Oria-de-Rueda, & Martínez, 1997; Wu, et al., 2019)"
251,Aspropaxillus giganteus,8,1,1,0,10,E2,"(Cooke, 1891; Gerhardt, 2001; Hongo & Izawa, 1994; Imazeki, Hongo, & Otani, 2011; Laessoe & del-Conte, 1996; Mao, 2000; Reudillh, 2004; Sáenz, Lizano, & Nassar, 1983; Wu, et al., 2019; Zerova & Rozhenko, 1988)"
252,Aspropaxillus lepistoides,3,0,0,0,3,E1,"(Locsmándi-Vasas, 1995; Martínez, Oria-de-Rueda, & Martínez, 1997; Sáenz, Lizano, & Nassar, 1983)"
253,Aspropaxillus septentrionalis,1,0,1,0,2,E1,"(Hongo & Izawa, 1994; Seok, Jin, Kwon, Kim, & Kim, 2013)"
254,Asterophora lycoperdoides,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
255,Asterophora parasitica,1,0,0,0,1,E1,"(Seok, Jin, Kwon, Kim, & Kim, 2013)"
256,Astraeus hygrometricus,7,1,1,1,10,E2,"(Arora, 1991; Harsh, Tiwari, & Rai, 1996; Christensen, Bhattarai, Devkota, & Larsen, 2008; Hongo & Izawa, 1994; Laessoe & del-Conte, 1996; Maiti et al., 2008; Purkayastha & Chandra, 1985; Sanmee, Dell, Lumyong, Izumori, & Lumyong, 2003)"
257,Astraeus koreanus,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
258,Atheniella adonis,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
259,Atractosporocybe inornata,1,0,0,0,1,E1,"(Wu, et al., 2019)"
260,Aureoboletus auriflammeus,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
261,Aureoboletus auriporus,1,0,0,0,1,E1,"(Pérez-Moreno, Lorenzana-Fernández, Carrasco-Hernández, & Yescas-Pérez, 2010)"
262,Aureoboletus gentilis,2,0,0,0,2,E1,"(Gennari, 2000; Razaq & Shahzad, 2016)"
263,Aureoboletus longicollis,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
264,Aureoboletus mirabilis,5,0,0,0,5,E1,"(Arora, 1991; Fischer & Bessette, 1992; Hongo & Izawa, 1994; Mao, 2000; Yamada, 2002)"
265,Aureoboletus moravicus,1,0,0,0,1,E1,"(Pérez-Moreno, Lorenzana-Fernández, Carrasco-Hernández, & Yescas-Pérez, 2010)"
266,Aureoboletus projectellus,1,0,0,0,1,E1,"(Wu, et al., 2019)"
267,Aureoboletus russellii,7,0,0,0,7,E1,"(Garibay-Orijel & Ruan-Soto, 2014; Hall, Buchanan, Wang, & Cole, 1998; Hongo & Izawa, 1994; Park & Lee, 2011; Secretariat of Environment and Natural Resources, 2020; Villarreal & Perez-Moreno, 1989a; Yamada, 2002)"
268,Aureoboletus shichianus,1,0,1,0,2,E1,"(Hongo & Izawa, 1994; Seok, Jin, Kwon, Kim, & Kim, 2013)"
269,Aureoboletus thibetanus,3,0,1,0,4,E1,"(Hongo & Izawa, 1994; Mao, 2000; Yamada, 2002)"
270,Auricularia americana,1,0,0,0,1,E1,"(Wu, et al., 2019)"
271,Auricularia auricula-judae,32,0,1,0,33,E1,"(Adhikari, 1999; Ahmad, Iqbal, & Khalid, 1997; Arora, 1991; Bouriquet, 1970; Burkhill, 1935; Campos, 1998; Chamberlain, 1996; Chang & Mao, 1995; Cooke, 1891; De Leon, Reyes, & dela Cruz, 2012; Gennari, 2000; Gerhardt, 1994; Gerhardt, 2001; Hongo & Izawa, 1994; Kho, Vikineswary, Abdullah, Kuppusamy, & Oh, 2009; Laessoe & del-Conte, 1996; Locsmándi-Vasas, 1995; Mao, 2000; Mendoza, 1938; Oso, 1975; Phengsintham, Souvvanasane, & Keokaen, 2018; Purkayastha & Chandra, 1985; Rammeloo & Walleyn, 1993; Reudillh, 2004; Secretariat of Environment and Natural Resources, 2020; Vasil'eva, 1978; Villarreal & Perez-Moreno, 1989a; Wilson, Cammack, & Shumba, 1989; Winkler, 2002; Yongabi, Agho, & Martínez-Carrera, 2004)"
272,Auricularia cornea,5,0,0,0,5,E1,"(De-Kesel, Codjia, & Yorou, 2002; Laessoe & del-Conte, 1996; Santos, 2017; Shirouzu, Inaba, Ushijima, Okuda, & Nagasawa, 2018; Wu, et al., 2019)"
273,Auricularia delicata,18,0,0,0,18,E1,"(Adhikari, 1999; Chang & Mao, 1995; Flores, 2002; Härkönen, Saarimäki, & Mwasumbi, 1994a; Mao, 2000; Mendoza, 1938; Oso, 1975; Phongeun, Somsanith, & Thaviphone, 2017; Purkayastha & Chandra, 1985; Rammeloo & Walleyn, 1993; Remotti & Colan, 1990; Santos, 2017; Villarreal & Perez-Moreno, 1989a; Wang, Liu, & Yu, 2004; Wu, et al., 2019; Zent, Zent, & Iturriaga, 2004)"
274,Auricularia eburnea,1,0,0,0,1,E1,"(Wu, et al., 2019)"
275,Auricularia fibrillifera,1,0,0,0,1,E1,"(Wu, et al., 2019)"
276,Auricularia fuscosuccinea,14,0,0,0,14,E1,"(Chang & Mao, 1995; Fidalgo & Hirata, 1979; Härkönen, Saarimäki, & Mwasumbi, 1994a; Hall, Buchanan, Wang, & Cole, 1998; Haro-Luna, Ruan-Soto, & Guzmán-Dávalos, 2019; Mao, 2000; Pereira, 2019; Prance, 1984; Purkayastha & Chandra, 1985; Remotti & Colan, 1990; Santos, 2017; Timm, 2018; Villarreal & Perez-Moreno, 1989a; Secretariat of Environment and Natural Resources, 2020)"
277,Auricularia hainanensis,1,0,0,0,1,E1,"(Wu, et al., 2019)"
278,Auricularia heimuer,2,0,0,0,2,E1,"(Shirouzu, Inaba, Ushijima, Okuda, & Nagasawa, 2018; Wu, et al., 2019)"
279,Auricularia mesenterica,7,0,1,0,8,E1,"(Adhikari, 1999; Hongo & Izawa, 1994; Mendoza, 1938; Phengsintham, Souvvanasane, & Keokaen, 2018; Purkayastha & Chandra, 1985; Secretariat of Environment and Natural Resources, 2020; Villarreal & Perez-Moreno, 1989a; Wang, Liu, & Yu, 2004)"
280,Auricularia minutissima,2,0,0,0,2,E1,"(Shirouzu, Inaba, Ushijima, Okuda, & Nagasawa, 2018; Wu, et al., 2019)"
281,Auricularia moelleri,3,0,0,0,3,E1,"(Mao, 2000; Wang & Liu, 2002; Wu, et al., 2019)"
282,Auricularia nigricans,24,0,0,0,24,E1,"(Adhikari, 1999; Ao, Seb, Ajungla, & Deb, 2016; Arora, 1991; Avcı, Çağatay, Alp Avcı, Suiçmez, & Coşkun Cevher, 2016; Campos, 1998; Chang & Mao, 1995; De Leon, et al., 2013; Härkönen, Saarimäki, & Mwasumbi, 1994a; Hall, Buchanan, Wang, & Cole, 1998; Hongo & Izawa, 1994; Mao, 2000; Mendoza, 1938; Phengsintham, Souvvanasane, & Keokaen, 2018; Rammeloo & Walleyn, 1993; Secretariat of Environment and Natural Resources, 2020; Zent, Zent, & Iturriaga, 2004; Semwal, Stephenson, Bhatt, & Bhatt, 2014; Sillitoe, 1995; Tantengco & Ragragio, 2018; Van-Dijk, Onguene, & Kuyper, 2003; Villarreal & Perez-Moreno, 1989a; Wang, Liu, & Yu, 2004)"
283,Auricularia orientalis,1,0,0,0,1,E1,"(Wu, et al., 2019)"
284,Auricularia peltata,2,0,0,0,2,E1,"(Mao, 2000; Purkayastha & Chandra, 1985)"
285,Auricularia reticulata,1,0,0,0,1,E1,"(Mao, 2000)"
286,Auricularia tenuis,1,0,0,0,1,E1,"(Degreef, Malaisse, Rammeloo, & Baudart, 1997)"
287,Auricularia thailandica,2,0,0,0,2,E1,"(Bandara, et al., 2017; Shirouzu, Inaba, Ushijima, Okuda, & Nagasawa, 2018)"
288,Auricularia tibetica,1,0,0,0,1,E1,"(Wu, et al., 2019)"
289,Auricularia villosula,2,0,0,0,2,E1,"(Shirouzu, Inaba, Ushijima, Okuda, & Nagasawa, 2018; Wu, et al., 2019)"
290,Auricularia xishaensis,1,0,0,0,1,E1,"(Wu, et al., 2019)"
291,Auriscalpium vulgare,1,0,1,0,2,E1,"(Seok, Jin, Kwon, Kim, & Kim, 2013)"
292,Austroboletus fusisporus,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
293,Austroboletus gracilis,3,0,1,0,4,E1,"(Hongo & Izawa, 1994; Seok, Jin, Kwon, Kim, & Kim, 2013; Wu, et al., 2019; Yamada, 2002)"
294,Austroboletus occidentalis,0,0,1,0,1,E3,"(Robinson, 2003)"
295,Austroboletus subvirens,1,0,1,0,2,E1,"(Hongo & Izawa, 1994; Yamada, 2002)"
296,Baeospora myosura,1,0,0,0,1,E1,"(Hongo & Izawa, 1994)"
297,Bankera violacea,2,0,0,0,2,E1,"(Mao, 2000; Wu, et al., 2019)"
298,Baorangia pseudocalopus,1,0,0,2,3,P,"(Chen, Yang, Bau, & Li, 2016; Wu, et al., 2019)"
299,Bisporella citrina,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
300,Bjerkandera adusta,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
301,Bolbitius demangei,1,0,1,0,2,E1,"(Hongo & Izawa, 1994; Mao, 2000)"
302,Bolbitius reticulatus,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
303,Bolbitius titubans,0,0,1,4,5,P,"(Chang & Mao, 1995; Gennari, 2000; Gerhardt, 2001; Hongo & Izawa, 1994; Mao, 2000; Yaseen, Khan, Shakeel, & Ara, 2016)"
304,Boletellus ananas,4,0,0,2,6,U,"(Henkel, Aime, Chin, & Andrew, 2004; Mao, 2000; Secretariat of Environment and Natural Resources, 2020; Villarreal & Perez-Moreno, 1989a; Wang & Liu, 2002)"
305,Boletellus areolatus,1,0,0,0,1,E1,"(Sato & Hattori, 2015)"
306,Boletellus aurocontextus,1,0,0,0,1,E1,"(Sato & Hattori, 2015)"
307,Boletellus chrysenteroides,1,0,1,0,2,E1,"(Hongo & Izawa, 1994; Wu, et al., 2019)"
308,Boletellus elatus,1,0,1,0,2,E1,"(Hongo & Izawa, 1994; Seok, Jin, Kwon, Kim, & Kim, 2013)"
309,Boletellus emodensis,6,0,0,0,6,E1,"(Chang & Mao, 1995; Hongo & Izawa, 1994; Mao, 2000; Park & Lee, 2011; Santos, 2017; Wu, et al., 2019)"
310,Boletellus obscurecoccineus,0,0,2,0,2,E3,(Hongo & Izawa 1994; Robinson 2003)
311,Boletellus puniceus,3,0,0,0,3,E1,"(Mao, 2000; Wang & Liu, 2002)"
312,Boletinellus merulioides,2,0,1,0,3,E1,"(Hongo & Izawa, 1994; Karun & Sridhar, 2017; Villarreal & Perez-Moreno, 1989a)"
313,Boletinellus rompelii,1,0,1,0,2,E1,"(Garibay-Orijel & Ruan-Soto, 2014; Santos, 2017)"
314,Boletinus asiaticus,4,0,1,0,5,E1,"(Hongo & Izawa, 1994; Mao, 2000; Sergeeva, 2000; Vasil'eva, 1978; Yamada, 2002)"
315,Boletinus glandulosus,1,0,0,0,1,E1,"(Wu, et al., 2019)"
316,Boletinus grisellus,1,0,0,0,1,E1,"(Wu, et al., 2019)"
317,Boletinus punctatipes,4,0,1,1,6,U,"(Arora, 1991; Liu & Yang, 1982; Mao, 2000; Wang, Liu, & Yu, 2004; Wu, et al., 2019)"
318,Boletinus spectabilis,3,0,0,0,3,E1,"(Hongo & Izawa, 1994; Mao, 2000; Yamada, 2002)"
319,Boletinus subspectabilis,1,0,0,0,1,E1,"(Mao, 2000)"
320,Boletopsis grisea,2,0,0,0,2,E1,"(Wang, Liu, & Yu, 2004; Wu, et al., 2019)"
321,Boletopsis leucomelaena,7,1,0,0,8,E2,"(Gennari, 2000; Gerhardt, 2001; Hall, Buchanan, Wang, & Cole, 1998; Hongo & Izawa, 1994; Lee, Kim, & Chung, 2002; Mao, 2000; Wu, et al., 2019; Yamada, 2002)"
322,Boletopsis watlingii,1,0,0,0,1,E1,"(Seok, Jin, Kwon, Kim, & Kim, 2013)"
323,Boletus aereus,14,0,1,0,15,E1,"(Arora, 1991; Cooke, 1891; Denchev, 2002; Gennari, 2000; Hongo & Izawa, 1994; Iordanov, Vanev, & Fakirova, 1978; Laessoe & del-Conte, 1996; Mao, 2000; Martínez, Oria-de-Rueda, & Martínez, 1997; Martins, 2004; Podgornik, 2005; Reudillh, 2004; Sergeeva, 2000; Villarreal & Perez-Moreno, 1989a; Wang & Liu, 2002; Zervakis, 2003)"
324,Boletus alutaceus,1,0,0,0,1,E1,"(Wu, et al., 2019)"
325,Boletus atkinsonii,1,0,0,0,1,E1,"(Montoya-Esquivel, 1998)"
326,Boletus auripes,3,0,1,0,4,E1,"(Hongo & Izawa, 1994; Mao, 2000; Wu, et al., 2019; Yamada, 2002)"
327,Boletus bainiugan,1,0,0,0,1,E1,"(Wu, et al., 2019)"
328,Boletus barrowsii,3,0,0,0,3,E1,"(Arora, 1991; Niazi, 2008; Villarreal & Perez-Moreno, 1989a)"
329,Boletus bicolor,3,0,0,0,3,E1,"(Fischer & Bessette, 1992; Mao, 2000; Park & Lee, 2011; Wang, Liu, & Yu, 2004)"
330,Boletus bicoloroides,1,0,0,0,1,E1,"(Secretariat of Environment and Natural Resources, 2020)"
331,Boletus botryoides,1,0,0,0,1,E1,"(Wu, et al., 2019)"
332,Boletus bouriquetii,0,0,1,0,1,E3,"(Bouriquet, 1970)"
333,Boletus brevitubus,1,0,0,0,1,E1,"(Wang & Liu, 2002)"
334,Boletus chilensis,1,0,0,0,1,E1,"(Furci, 2013)"
335,Boletus citrifragrans,2,0,0,0,2,E1,"(Wu, et al., 2019; Zang, 1984)"
336,Boletus craspedius,1,0,0,0,1,E1,"(Mao, 2000)"
337,Boletus edulis,45,0,1,0,46,E1,"(Adhikari & Durrieu, 1996; Ahmad, Iqbal, & Khalid, 1997; Arora, 1991; Boa, 2004; Boruah, Adhikary, Kalita, & Bordoloi, 1996; Cervera & Colinas, 1997; Cooke, 1891; Das, 2009; Denchev, 2002; Diez, 2003; Doyungan, 1990; Endo, et al., 2014; Flores, 2002; Gamiet, 2003; Gennari, 2000; Gerhardt, 1994; Gerhardt, 2001; Iordanov, Vanev, & Fakirova, 1978; Laessoe & del-Conte, 1996; Locsmándi-Vasas, 1995; Malyi, 1987; Mao, 2000; Martínez, Oria-de-Rueda, & Martínez, 1997; Martins, 2004; Mendoza, 1938; Podgornik, 2005; Reudillh, 2004; Sabra & Walter, 2001; Ministry of Agriculture and Forestry of Finland, 2020; Ministry of Forestry, 2020; MycoWeb, 2020; Secretariat of Environment and Natural Resources, 2020; Sergeeva, 2000; Timm, 2018; Uaciquete, Dai, & Motta, 1996; Vasil'eva, 1978; Villarreal & Perez-Moreno, 1989a; Walter, 2001; Wang, Liu, & Yu, 2004; Winkler, 2002; Wu, et al., 2019; Zang, 1984; Zerova & Rozhenko, 1988; Zervakis, Polemis, & Dimou, 2002)"
338,Boletus fagacicola,1,0,0,0,1,E1,"(Wu, et al., 2019)"
339,Boletus ferrugineus,6,0,0,0,6,E1,"(Gerhardt, 2001; Iqbal & Khalid, 1996; Locsmándi-Vasas, 1995; Mao, 2000; Secretariat of Environment and Natural Resources, 2020; Villarreal & Perez-Moreno, 1989a)"
340,Boletus flammans,2,0,0,0,2,E1,"(Mao, 2000; Wang & Liu, 2002)"
341,Boletus griseiceps,1,0,0,0,1,E1,"(Wu, et al., 2019)"
342,Boletus hiratsukae,2,0,0,0,2,E1,"(Hall, Buchanan, Wang, & Cole, 1998; Yamada, 2002)"
343,Boletus loyita,1,0,0,0,1,E1,"(Furci, 2013)"
344,Boletus luteoloincrustatus,1,0,0,0,1,E1,"(Morales, Bran, & Cáceres, 2010)"
345,Boletus michoacanus,1,0,0,0,1,E1,"(Secretariat of Environment and Natural Resources, 2020)"
346,Boletus monilifer,1,0,0,0,1,E1,"(Wu, et al., 2019)"
347,Boletus nigromaculatus,2,0,1,0,3,E1,"(Hongo & Izawa, 1994; Seok, Jin, Kwon, Kim, & Kim, 2013; Yamada, 2002)"
348,Boletus nigroviolaceus,1,0,0,0,1,E1,"(Sillitoe, 1995)"
349,Boletus odaiensis,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
350,Boletus orientialbus,1,0,0,0,1,E1,"(Wu, et al., 2019)"
351,Boletus paluster,3,0,1,0,4,E1,"(Hongo & Izawa, 1994; Mao, 2000; Seok, Jin, Kwon, Kim, & Kim, 2013; Yamada, 2002)"
352,Boletus paulae,1,0,0,0,1,E1,"(Hernández, Ayala-Vásquez, & de la Fuente-López, 2017)"
353,Boletus pinophilus,11,0,0,0,11,E1,"(Denchev, 2002; Gennari, 2000; Gerhardt, 1994; Gerhardt, 2001; Laessoe & del-Conte, 1996; Mao, 2000; Martins, 2004; Montoya-Esquivel, Estrada-Torres & Juarez-Sanchez, 2001; Sergeeva, 2000; Zervakis, 2003)"
354,Boletus pseudoloosii,1,0,0,0,1,E1,"(De-Kesel, Codjia, & Yorou, 2002)"
355,Boletus putidus,1,0,0,0,1,E1,"(Furci, 2013)"
